zipcode,city,county,year,count_lightning
93646,"Orange Cove city, Squaw Valley CDP",Fresno County,2018,7
93646,"Orange Cove city, Squaw Valley CDP",Fresno County,2019,1
93647,"Cutler CDP, East Orosi CDP, Orosi CDP",Tulare County,1987,2
93647,"Cutler CDP, East Orosi CDP, Orosi CDP",Tulare County,1988,5
93647,"Cutler CDP, East Orosi CDP, Orosi CDP",Tulare County,1989,4
93647,"Cutler CDP, East Orosi CDP, Orosi CDP",Tulare County,1990,1
93647,"Cutler CDP, East Orosi CDP, Orosi CDP",Tulare County,1991,2
93647,"Cutler CDP, East Orosi CDP, Orosi CDP",Tulare County,1992,17
93647,"Cutler CDP, East Orosi CDP, Orosi CDP",Tulare County,1993,6
93647,"Cutler CDP, East Orosi CDP, Orosi CDP",Tulare County,1994,22
93647,"Cutler CDP, East Orosi CDP, Orosi CDP",Tulare County,1995,5
93647,"Cutler CDP, East Orosi CDP, Orosi CDP",Tulare County,1997,7
93647,"Cutler CDP, East Orosi CDP, Orosi CDP",Tulare County,1998,7
93647,"Cutler CDP, East Orosi CDP, Orosi CDP",Tulare County,1999,1
93647,"Cutler CDP, East Orosi CDP, Orosi CDP",Tulare County,2000,9
93647,"Cutler CDP, East Orosi CDP, Orosi CDP",Tulare County,2001,4
93647,"Cutler CDP, East Orosi CDP, Orosi CDP",Tulare County,2002,15
93647,"Cutler CDP, East Orosi CDP, Orosi CDP",Tulare County,2003,7
93647,"Cutler CDP, East Orosi CDP, Orosi CDP",Tulare County,2004,9
93647,"Cutler CDP, East Orosi CDP, Orosi CDP",Tulare County,2005,39
93647,"Cutler CDP, East Orosi CDP, Orosi CDP",Tulare County,2006,26
93647,"Cutler CDP, East Orosi CDP, Orosi CDP",Tulare County,2007,39
93647,"Cutler CDP, East Orosi CDP, Orosi CDP",Tulare County,2008,1
93647,"Cutler CDP, East Orosi CDP, Orosi CDP",Tulare County,2009,15
93647,"Cutler CDP, East Orosi CDP, Orosi CDP",Tulare County,2010,26
93647,"Cutler CDP, East Orosi CDP, Orosi CDP",Tulare County,2011,10
93647,"Cutler CDP, East Orosi CDP, Orosi CDP",Tulare County,2012,3
93647,"Cutler CDP, East Orosi CDP, Orosi CDP",Tulare County,2013,6
93647,"Cutler CDP, East Orosi CDP, Orosi CDP",Tulare County,2014,18
93647,"Cutler CDP, East Orosi CDP, Orosi CDP",Tulare County,2015,58
93647,"Cutler CDP, East Orosi CDP, Orosi CDP",Tulare County,2016,8
93647,"Cutler CDP, East Orosi CDP, Orosi CDP",Tulare County,2017,9
93647,"Cutler CDP, East Orosi CDP, Orosi CDP",Tulare County,2018,4
93651,Auberry CDP,Fresno County,1987,2
93651,Auberry CDP,Fresno County,1988,6
93651,Auberry CDP,Fresno County,1989,7
93651,Auberry CDP,Fresno County,1990,4
93651,Auberry CDP,Fresno County,1991,6
93651,Auberry CDP,Fresno County,1992,6
93651,Auberry CDP,Fresno County,1993,4
93651,Auberry CDP,Fresno County,1994,23
93651,Auberry CDP,Fresno County,1995,28
93651,Auberry CDP,Fresno County,1996,2
93651,Auberry CDP,Fresno County,1997,1
93651,Auberry CDP,Fresno County,1998,6
93651,Auberry CDP,Fresno County,1999,5
93651,Auberry CDP,Fresno County,2000,1
93651,Auberry CDP,Fresno County,2002,9
93651,Auberry CDP,Fresno County,2003,12
93651,Auberry CDP,Fresno County,2004,10
93651,Auberry CDP,Fresno County,2005,29
93651,Auberry CDP,Fresno County,2006,12
93651,Auberry CDP,Fresno County,2007,18
93651,Auberry CDP,Fresno County,2008,6
93651,Auberry CDP,Fresno County,2010,10
93651,Auberry CDP,Fresno County,2011,5
93651,Auberry CDP,Fresno County,2013,7
93651,Auberry CDP,Fresno County,2014,8
93651,Auberry CDP,Fresno County,2015,21
93651,Auberry CDP,Fresno County,2017,13
93651,Auberry CDP,Fresno County,2018,31
93652,Raisin City CDP,Fresno County,1987,1
93652,Raisin City CDP,Fresno County,1988,4
93652,Raisin City CDP,Fresno County,1989,3
93652,Raisin City CDP,Fresno County,1990,1
93652,Raisin City CDP,Fresno County,1992,2
93652,Raisin City CDP,Fresno County,1993,1
93652,Raisin City CDP,Fresno County,1994,9
93652,Raisin City CDP,Fresno County,1995,12
93652,Raisin City CDP,Fresno County,1996,3
93652,Raisin City CDP,Fresno County,1997,44
93652,Raisin City CDP,Fresno County,1998,6
93652,Raisin City CDP,Fresno County,1999,1
93652,Raisin City CDP,Fresno County,2000,4
93652,Raisin City CDP,Fresno County,2001,2
93652,Raisin City CDP,Fresno County,2002,3
93652,Raisin City CDP,Fresno County,2003,2
93652,Raisin City CDP,Fresno County,2004,1
93652,Raisin City CDP,Fresno County,2005,11
93652,Raisin City CDP,Fresno County,2006,1
93652,Raisin City CDP,Fresno County,2007,12
93652,Raisin City CDP,Fresno County,2009,2
93652,Raisin City CDP,Fresno County,2011,3
93652,Raisin City CDP,Fresno County,2012,1
93652,Raisin City CDP,Fresno County,2013,3
93652,Raisin City CDP,Fresno County,2014,1
93652,Raisin City CDP,Fresno County,2015,40
93652,Raisin City CDP,Fresno County,2016,1
93652,Raisin City CDP,Fresno County,2017,3
93653,Raymond,Madera,1987,22
93653,Raymond,Madera,1988,7
93653,Raymond,Madera,1989,56
93653,Raymond,Madera,1990,25
93653,Raymond,Madera,1991,13
93653,Raymond,Madera,1992,16
93653,Raymond,Madera,1993,39
93653,Raymond,Madera,1994,68
93653,Raymond,Madera,1995,131
93653,Raymond,Madera,1996,33
93653,Raymond,Madera,1997,11
93653,Raymond,Madera,1998,59
93653,Raymond,Madera,1999,11
93653,Raymond,Madera,2000,34
93653,Raymond,Madera,2001,48
93653,Raymond,Madera,2002,59
93653,Raymond,Madera,2003,51
93653,Raymond,Madera,2004,30
93653,Raymond,Madera,2005,104
93653,Raymond,Madera,2006,85
93653,Raymond,Madera,2007,43
93653,Raymond,Madera,2008,6
93653,Raymond,Madera,2009,13
93653,Raymond,Madera,2010,44
93653,Raymond,Madera,2011,78
93653,Raymond,Madera,2012,19
93653,Raymond,Madera,2013,50
93653,Raymond,Madera,2014,64
93653,Raymond,Madera,2015,38
93653,Raymond,Madera,2016,12
93653,Raymond,Madera,2017,69
93653,Raymond,Madera,2018,37
93653,Raymond,Madera,2020,4
93654,Reedley city,Fresno County,1987,6
93654,Reedley city,Fresno County,1988,16
93654,Reedley city,Fresno County,1989,3
93654,Reedley city,Fresno County,1990,3
93654,Reedley city,Fresno County,1991,5
93654,Reedley city,Fresno County,1992,13
93654,Reedley city,Fresno County,1994,25
93654,Reedley city,Fresno County,1995,5
93654,Reedley city,Fresno County,1996,1
93654,Reedley city,Fresno County,1997,21
93654,Reedley city,Fresno County,1998,42
93654,Reedley city,Fresno County,1999,3
93654,Reedley city,Fresno County,2000,13
93654,Reedley city,Fresno County,2001,15
93654,Reedley city,Fresno County,2002,22
93654,Reedley city,Fresno County,2003,6
93654,Reedley city,Fresno County,2005,57
93654,Reedley city,Fresno County,2006,35
93654,Reedley city,Fresno County,2007,28
93654,Reedley city,Fresno County,2008,13
93654,Reedley city,Fresno County,2009,42
93654,Reedley city,Fresno County,2010,29
93654,Reedley city,Fresno County,2011,20
93654,Reedley city,Fresno County,2012,2
93654,Reedley city,Fresno County,2013,2
93654,Reedley city,Fresno County,2014,17
93654,Reedley city,Fresno County,2015,56
93654,Reedley city,Fresno County,2016,3
93654,Reedley city,Fresno County,2017,13
93654,Reedley city,Fresno County,2018,6
93654,Reedley city,Fresno County,2019,7
93654,Reedley city,Fresno County,2020,4
93656,"Lanare CDP, Riverdale CDP",Fresno County,1988,2
93656,"Lanare CDP, Riverdale CDP",Fresno County,1990,2
93656,"Lanare CDP, Riverdale CDP",Fresno County,1992,5
93656,"Lanare CDP, Riverdale CDP",Fresno County,1993,2
93656,"Lanare CDP, Riverdale CDP",Fresno County,1994,27
93656,"Lanare CDP, Riverdale CDP",Fresno County,1995,1
93656,"Lanare CDP, Riverdale CDP",Fresno County,1996,2
93656,"Lanare CDP, Riverdale CDP",Fresno County,1997,86
93656,"Lanare CDP, Riverdale CDP",Fresno County,1998,13
93656,"Lanare CDP, Riverdale CDP",Fresno County,1999,1
93656,"Lanare CDP, Riverdale CDP",Fresno County,2001,4
93656,"Lanare CDP, Riverdale CDP",Fresno County,2002,9
93656,"Lanare CDP, Riverdale CDP",Fresno County,2003,4
93656,"Lanare CDP, Riverdale CDP",Fresno County,2004,2
93656,"Lanare CDP, Riverdale CDP",Fresno County,2005,17
93656,"Lanare CDP, Riverdale CDP",Fresno County,2006,3
93656,"Lanare CDP, Riverdale CDP",Fresno County,2007,22
93656,"Lanare CDP, Riverdale CDP",Fresno County,2009,2
93656,"Lanare CDP, Riverdale CDP",Fresno County,2011,8
93656,"Lanare CDP, Riverdale CDP",Fresno County,2012,9
93656,"Lanare CDP, Riverdale CDP",Fresno County,2013,6
93656,"Lanare CDP, Riverdale CDP",Fresno County,2014,3
93656,"Lanare CDP, Riverdale CDP",Fresno County,2015,38
93656,"Lanare CDP, Riverdale CDP",Fresno County,2016,43
93656,"Lanare CDP, Riverdale CDP",Fresno County,2017,2
93656,"Lanare CDP, Riverdale CDP",Fresno County,2018,2
93656,"Lanare CDP, Riverdale CDP",Fresno County,2020,2
93657,"Minkler CDP, Sanger city, Centerville CDP",Fresno County,1987,7
93657,"Minkler CDP, Sanger city, Centerville CDP",Fresno County,1988,12
93657,"Minkler CDP, Sanger city, Centerville CDP",Fresno County,1989,23
93657,"Minkler CDP, Sanger city, Centerville CDP",Fresno County,1990,13
93657,"Minkler CDP, Sanger city, Centerville CDP",Fresno County,1991,9
93657,"Minkler CDP, Sanger city, Centerville CDP",Fresno County,1992,27
93657,"Minkler CDP, Sanger city, Centerville CDP",Fresno County,1993,8
93657,"Minkler CDP, Sanger city, Centerville CDP",Fresno County,1994,81
93657,"Minkler CDP, Sanger city, Centerville CDP",Fresno County,1995,37
93657,"Minkler CDP, Sanger city, Centerville CDP",Fresno County,1996,10
93657,"Minkler CDP, Sanger city, Centerville CDP",Fresno County,1997,31
93657,"Minkler CDP, Sanger city, Centerville CDP",Fresno County,1998,73
93657,"Minkler CDP, Sanger city, Centerville CDP",Fresno County,1999,105
93657,"Minkler CDP, Sanger city, Centerville CDP",Fresno County,2000,31
93657,"Minkler CDP, Sanger city, Centerville CDP",Fresno County,2001,17
93657,"Minkler CDP, Sanger city, Centerville CDP",Fresno County,2002,150
93657,"Minkler CDP, Sanger city, Centerville CDP",Fresno County,2003,35
93657,"Minkler CDP, Sanger city, Centerville CDP",Fresno County,2004,5
93657,"Minkler CDP, Sanger city, Centerville CDP",Fresno County,2005,117
93657,"Minkler CDP, Sanger city, Centerville CDP",Fresno County,2006,73
93657,"Minkler CDP, Sanger city, Centerville CDP",Fresno County,2007,51
93657,"Minkler CDP, Sanger city, Centerville CDP",Fresno County,2008,30
93657,"Minkler CDP, Sanger city, Centerville CDP",Fresno County,2009,26
93657,"Minkler CDP, Sanger city, Centerville CDP",Fresno County,2010,46
93657,"Minkler CDP, Sanger city, Centerville CDP",Fresno County,2011,53
93657,"Minkler CDP, Sanger city, Centerville CDP",Fresno County,2012,7
93657,"Minkler CDP, Sanger city, Centerville CDP",Fresno County,2013,30
93657,"Minkler CDP, Sanger city, Centerville CDP",Fresno County,2014,33
93657,"Minkler CDP, Sanger city, Centerville CDP",Fresno County,2015,159
93657,"Minkler CDP, Sanger city, Centerville CDP",Fresno County,2016,18
93657,"Minkler CDP, Sanger city, Centerville CDP",Fresno County,2017,36
93657,"Minkler CDP, Sanger city, Centerville CDP",Fresno County,2018,8
93657,"Minkler CDP, Sanger city, Centerville CDP",Fresno County,2019,4
93657,"Minkler CDP, Sanger city, Centerville CDP",Fresno County,2020,7
93660,San Joaquin city,Fresno County,1987,3
93660,San Joaquin city,Fresno County,1988,12
93660,San Joaquin city,Fresno County,1990,1
93660,San Joaquin city,Fresno County,1992,3
93660,San Joaquin city,Fresno County,1994,47
93660,San Joaquin city,Fresno County,1995,9
93660,San Joaquin city,Fresno County,1996,11
93660,San Joaquin city,Fresno County,1997,74
93660,San Joaquin city,Fresno County,1998,11
93660,San Joaquin city,Fresno County,1999,35
93660,San Joaquin city,Fresno County,2000,3
93660,San Joaquin city,Fresno County,2001,1
93660,San Joaquin city,Fresno County,2002,4
93660,San Joaquin city,Fresno County,2003,28
93660,San Joaquin city,Fresno County,2005,42
93660,San Joaquin city,Fresno County,2006,26
93660,San Joaquin city,Fresno County,2007,27
93660,San Joaquin city,Fresno County,2008,1
93660,San Joaquin city,Fresno County,2009,3
93660,San Joaquin city,Fresno County,2011,3
93660,San Joaquin city,Fresno County,2012,9
93660,San Joaquin city,Fresno County,2013,10
93660,San Joaquin city,Fresno County,2014,13
93660,San Joaquin city,Fresno County,2015,40
93660,San Joaquin city,Fresno County,2016,59
93660,San Joaquin city,Fresno County,2017,4
93660,San Joaquin city,Fresno County,2018,4
93662,"Selma city, Parlier city",Fresno County,1987,2
93662,"Selma city, Parlier city",Fresno County,1988,13
93662,"Selma city, Parlier city",Fresno County,1989,2
93662,"Selma city, Parlier city",Fresno County,1991,1
93662,"Selma city, Parlier city",Fresno County,1992,3
93662,"Selma city, Parlier city",Fresno County,1993,1
93662,"Selma city, Parlier city",Fresno County,1994,21
93662,"Selma city, Parlier city",Fresno County,1995,7
93662,"Selma city, Parlier city",Fresno County,1996,7
93662,"Selma city, Parlier city",Fresno County,1997,21
93662,"Selma city, Parlier city",Fresno County,1998,26
93662,"Selma city, Parlier city",Fresno County,1999,8
93662,"Selma city, Parlier city",Fresno County,2000,8
93662,"Selma city, Parlier city",Fresno County,2001,7
93662,"Selma city, Parlier city",Fresno County,2002,11
93662,"Selma city, Parlier city",Fresno County,2003,5
93662,"Selma city, Parlier city",Fresno County,2004,1
93662,"Selma city, Parlier city",Fresno County,2005,29
93662,"Selma city, Parlier city",Fresno County,2006,8
93662,"Selma city, Parlier city",Fresno County,2007,17
93662,"Selma city, Parlier city",Fresno County,2008,1
93662,"Selma city, Parlier city",Fresno County,2009,4
93662,"Selma city, Parlier city",Fresno County,2010,3
93662,"Selma city, Parlier city",Fresno County,2011,33
93662,"Selma city, Parlier city",Fresno County,2012,5
93662,"Selma city, Parlier city",Fresno County,2013,6
93662,"Selma city, Parlier city",Fresno County,2014,1
93662,"Selma city, Parlier city",Fresno County,2015,52
93662,"Selma city, Parlier city",Fresno County,2016,21
93662,"Selma city, Parlier city",Fresno County,2017,1
93662,"Selma city, Parlier city",Fresno County,2018,2
93662,"Selma city, Parlier city",Fresno County,2019,3
93662,"Selma city, Parlier city",Fresno County,2020,2
93664,Shaver Lake CDP,Fresno County,1987,28
93664,Shaver Lake CDP,Fresno County,1988,97
93664,Shaver Lake CDP,Fresno County,1989,192
93664,Shaver Lake CDP,Fresno County,1990,119
93664,Shaver Lake CDP,Fresno County,1991,60
93664,Shaver Lake CDP,Fresno County,1992,100
93664,Shaver Lake CDP,Fresno County,1993,8
93664,Shaver Lake CDP,Fresno County,1994,129
93664,Shaver Lake CDP,Fresno County,1995,81
93664,Shaver Lake CDP,Fresno County,1996,61
93664,Shaver Lake CDP,Fresno County,1997,18
93664,Shaver Lake CDP,Fresno County,1998,111
93664,Shaver Lake CDP,Fresno County,1999,148
93664,Shaver Lake CDP,Fresno County,2000,55
93664,Shaver Lake CDP,Fresno County,2001,33
93664,Shaver Lake CDP,Fresno County,2002,60
93664,Shaver Lake CDP,Fresno County,2003,121
93664,Shaver Lake CDP,Fresno County,2004,25
93664,Shaver Lake CDP,Fresno County,2005,139
93664,Shaver Lake CDP,Fresno County,2006,134
93664,Shaver Lake CDP,Fresno County,2007,71
93664,Shaver Lake CDP,Fresno County,2008,24
93664,Shaver Lake CDP,Fresno County,2009,23
93664,Shaver Lake CDP,Fresno County,2010,128
93664,Shaver Lake CDP,Fresno County,2011,81
93664,Shaver Lake CDP,Fresno County,2012,20
93664,Shaver Lake CDP,Fresno County,2013,53
93664,Shaver Lake CDP,Fresno County,2014,48
93664,Shaver Lake CDP,Fresno County,2015,315
93664,Shaver Lake CDP,Fresno County,2016,66
93664,Shaver Lake CDP,Fresno County,2017,55
93664,Shaver Lake CDP,Fresno County,2018,48
93664,Shaver Lake CDP,Fresno County,2020,9
93667,Tollhouse,Fresno,1987,4
93667,Tollhouse,Fresno,1988,11
93667,Tollhouse,Fresno,1989,27
93667,Tollhouse,Fresno,1990,14
93667,Tollhouse,Fresno,1991,15
93667,Tollhouse,Fresno,1992,45
93667,Tollhouse,Fresno,1993,10
93667,Tollhouse,Fresno,1994,59
93667,Tollhouse,Fresno,1995,54
93667,Tollhouse,Fresno,1996,13
93667,Tollhouse,Fresno,1997,34
93667,Tollhouse,Fresno,1998,31
93667,Tollhouse,Fresno,1999,33
93667,Tollhouse,Fresno,2000,17
93667,Tollhouse,Fresno,2001,7
93667,Tollhouse,Fresno,2002,25
93667,Tollhouse,Fresno,2003,18
93667,Tollhouse,Fresno,2004,3
93667,Tollhouse,Fresno,2005,71
93667,Tollhouse,Fresno,2006,34
93667,Tollhouse,Fresno,2007,13
93667,Tollhouse,Fresno,2008,14
93667,Tollhouse,Fresno,2009,1
93667,Tollhouse,Fresno,2010,27
93667,Tollhouse,Fresno,2011,13
93667,Tollhouse,Fresno,2012,6
93667,Tollhouse,Fresno,2013,31
93667,Tollhouse,Fresno,2014,33
93667,Tollhouse,Fresno,2015,107
93667,Tollhouse,Fresno,2016,23
93667,Tollhouse,Fresno,2017,40
93667,Tollhouse,Fresno,2018,21
93667,Tollhouse,Fresno,2020,2
93675,Squaw Valley CDP,Fresno County,1987,4
93675,Squaw Valley CDP,Fresno County,1988,13
93675,Squaw Valley CDP,Fresno County,1989,8
93675,Squaw Valley CDP,Fresno County,1990,11
93675,Squaw Valley CDP,Fresno County,1991,21
93675,Squaw Valley CDP,Fresno County,1992,32
93675,Squaw Valley CDP,Fresno County,1993,25
93675,Squaw Valley CDP,Fresno County,1994,38
93675,Squaw Valley CDP,Fresno County,1995,28
93675,Squaw Valley CDP,Fresno County,1996,16
93675,Squaw Valley CDP,Fresno County,1997,11
93675,Squaw Valley CDP,Fresno County,1998,23
93675,Squaw Valley CDP,Fresno County,1999,35
93675,Squaw Valley CDP,Fresno County,2000,21
93675,Squaw Valley CDP,Fresno County,2001,6
93675,Squaw Valley CDP,Fresno County,2002,109
93675,Squaw Valley CDP,Fresno County,2003,20
93675,Squaw Valley CDP,Fresno County,2004,5
93675,Squaw Valley CDP,Fresno County,2005,80
93675,Squaw Valley CDP,Fresno County,2006,35
93675,Squaw Valley CDP,Fresno County,2007,53
93675,Squaw Valley CDP,Fresno County,2008,2
93675,Squaw Valley CDP,Fresno County,2009,11
93675,Squaw Valley CDP,Fresno County,2010,33
93675,Squaw Valley CDP,Fresno County,2011,11
93675,Squaw Valley CDP,Fresno County,2012,23
93675,Squaw Valley CDP,Fresno County,2013,10
93675,Squaw Valley CDP,Fresno County,2014,33
93675,Squaw Valley CDP,Fresno County,2015,89
93675,Squaw Valley CDP,Fresno County,2016,15
93675,Squaw Valley CDP,Fresno County,2017,7
93675,Squaw Valley CDP,Fresno County,2018,23
93675,Squaw Valley CDP,Fresno County,2019,2
93675,Squaw Valley CDP,Fresno County,2020,5
93704,"Fresno city, Old Fig Garden CDP",Fresno County,1988,3
93704,"Fresno city, Old Fig Garden CDP",Fresno County,1989,8
93704,"Fresno city, Old Fig Garden CDP",Fresno County,1991,1
93704,"Fresno city, Old Fig Garden CDP",Fresno County,1992,1
93704,"Fresno city, Old Fig Garden CDP",Fresno County,1994,10
93704,"Fresno city, Old Fig Garden CDP",Fresno County,1995,13
93704,"Fresno city, Old Fig Garden CDP",Fresno County,1996,4
93704,"Fresno city, Old Fig Garden CDP",Fresno County,1997,2
93704,"Fresno city, Old Fig Garden CDP",Fresno County,1998,3
93704,"Fresno city, Old Fig Garden CDP",Fresno County,1999,1
93704,"Fresno city, Old Fig Garden CDP",Fresno County,2000,2
93704,"Fresno city, Old Fig Garden CDP",Fresno County,2001,8
93704,"Fresno city, Old Fig Garden CDP",Fresno County,2002,5
93704,"Fresno city, Old Fig Garden CDP",Fresno County,2003,8
93704,"Fresno city, Old Fig Garden CDP",Fresno County,2005,11
93704,"Fresno city, Old Fig Garden CDP",Fresno County,2006,2
93704,"Fresno city, Old Fig Garden CDP",Fresno County,2007,3
93704,"Fresno city, Old Fig Garden CDP",Fresno County,2009,16
93704,"Fresno city, Old Fig Garden CDP",Fresno County,2010,8
93704,"Fresno city, Old Fig Garden CDP",Fresno County,2011,1
93704,"Fresno city, Old Fig Garden CDP",Fresno County,2013,1
93704,"Fresno city, Old Fig Garden CDP",Fresno County,2014,5
93704,"Fresno city, Old Fig Garden CDP",Fresno County,2015,28
93704,"Fresno city, Old Fig Garden CDP",Fresno County,2016,4
93704,"Fresno city, Old Fig Garden CDP",Fresno County,2017,4
93706,"Fresno city, West Park CDP, Raisin City CDP, Easton CDP",Fresno County,1987,4
93706,"Fresno city, West Park CDP, Raisin City CDP, Easton CDP",Fresno County,1988,26
93706,"Fresno city, West Park CDP, Raisin City CDP, Easton CDP",Fresno County,1989,12
93706,"Fresno city, West Park CDP, Raisin City CDP, Easton CDP",Fresno County,1990,1
93706,"Fresno city, West Park CDP, Raisin City CDP, Easton CDP",Fresno County,1991,1
93706,"Fresno city, West Park CDP, Raisin City CDP, Easton CDP",Fresno County,1992,1
93706,"Fresno city, West Park CDP, Raisin City CDP, Easton CDP",Fresno County,1994,66
93706,"Fresno city, West Park CDP, Raisin City CDP, Easton CDP",Fresno County,1995,20
93706,"Fresno city, West Park CDP, Raisin City CDP, Easton CDP",Fresno County,1996,27
93706,"Fresno city, West Park CDP, Raisin City CDP, Easton CDP",Fresno County,1997,130
93706,"Fresno city, West Park CDP, Raisin City CDP, Easton CDP",Fresno County,1998,20
93706,"Fresno city, West Park CDP, Raisin City CDP, Easton CDP",Fresno County,1999,13
93706,"Fresno city, West Park CDP, Raisin City CDP, Easton CDP",Fresno County,2000,10
93706,"Fresno city, West Park CDP, Raisin City CDP, Easton CDP",Fresno County,2001,11
93706,"Fresno city, West Park CDP, Raisin City CDP, Easton CDP",Fresno County,2002,9
93706,"Fresno city, West Park CDP, Raisin City CDP, Easton CDP",Fresno County,2003,16
93706,"Fresno city, West Park CDP, Raisin City CDP, Easton CDP",Fresno County,2004,1
93706,"Fresno city, West Park CDP, Raisin City CDP, Easton CDP",Fresno County,2005,68
93706,"Fresno city, West Park CDP, Raisin City CDP, Easton CDP",Fresno County,2006,15
93706,"Fresno city, West Park CDP, Raisin City CDP, Easton CDP",Fresno County,2007,32
93706,"Fresno city, West Park CDP, Raisin City CDP, Easton CDP",Fresno County,2009,33
93706,"Fresno city, West Park CDP, Raisin City CDP, Easton CDP",Fresno County,2010,5
93706,"Fresno city, West Park CDP, Raisin City CDP, Easton CDP",Fresno County,2011,26
93706,"Fresno city, West Park CDP, Raisin City CDP, Easton CDP",Fresno County,2012,4
93706,"Fresno city, West Park CDP, Raisin City CDP, Easton CDP",Fresno County,2013,11
93706,"Fresno city, West Park CDP, Raisin City CDP, Easton CDP",Fresno County,2014,19
93706,"Fresno city, West Park CDP, Raisin City CDP, Easton CDP",Fresno County,2015,226
93706,"Fresno city, West Park CDP, Raisin City CDP, Easton CDP",Fresno County,2016,33
93706,"Fresno city, West Park CDP, Raisin City CDP, Easton CDP",Fresno County,2017,11
93706,"Fresno city, West Park CDP, Raisin City CDP, Easton CDP",Fresno County,2018,1
93706,"Fresno city, West Park CDP, Raisin City CDP, Easton CDP",Fresno County,2020,2
93723,"Fresno city, Biola CDP",Fresno County,1987,1
93723,"Fresno city, Biola CDP",Fresno County,1988,8
93723,"Fresno city, Biola CDP",Fresno County,1989,3
93723,"Fresno city, Biola CDP",Fresno County,1990,2
93723,"Fresno city, Biola CDP",Fresno County,1991,1
93723,"Fresno city, Biola CDP",Fresno County,1992,6
93723,"Fresno city, Biola CDP",Fresno County,1994,40
93723,"Fresno city, Biola CDP",Fresno County,1995,9
93723,"Fresno city, Biola CDP",Fresno County,1996,9
93723,"Fresno city, Biola CDP",Fresno County,1997,2
93723,"Fresno city, Biola CDP",Fresno County,1998,6
93723,"Fresno city, Biola CDP",Fresno County,1999,4
93723,"Fresno city, Biola CDP",Fresno County,2000,14
93723,"Fresno city, Biola CDP",Fresno County,2001,12
93723,"Fresno city, Biola CDP",Fresno County,2002,10
93723,"Fresno city, Biola CDP",Fresno County,2003,9
93723,"Fresno city, Biola CDP",Fresno County,2005,28
93723,"Fresno city, Biola CDP",Fresno County,2006,2
93723,"Fresno city, Biola CDP",Fresno County,2007,11
93723,"Fresno city, Biola CDP",Fresno County,2009,8
93723,"Fresno city, Biola CDP",Fresno County,2010,4
93723,"Fresno city, Biola CDP",Fresno County,2011,11
93723,"Fresno city, Biola CDP",Fresno County,2012,4
93723,"Fresno city, Biola CDP",Fresno County,2013,1
93723,"Fresno city, Biola CDP",Fresno County,2014,4
93723,"Fresno city, Biola CDP",Fresno County,2015,75
93723,"Fresno city, Biola CDP",Fresno County,2016,12
93723,"Fresno city, Biola CDP",Fresno County,2017,6
93723,"Fresno city, Biola CDP",Fresno County,2018,6
93725,"Fresno city, Calwa CDP, Bowles CDP, Monmouth CDP, Malaga CDP, Easton CDP",Fresno County,1987,2
93725,"Fresno city, Calwa CDP, Bowles CDP, Monmouth CDP, Malaga CDP, Easton CDP",Fresno County,1988,1
93725,"Fresno city, Calwa CDP, Bowles CDP, Monmouth CDP, Malaga CDP, Easton CDP",Fresno County,1989,1
93725,"Fresno city, Calwa CDP, Bowles CDP, Monmouth CDP, Malaga CDP, Easton CDP",Fresno County,1990,1
93725,"Fresno city, Calwa CDP, Bowles CDP, Monmouth CDP, Malaga CDP, Easton CDP",Fresno County,1994,19
93725,"Fresno city, Calwa CDP, Bowles CDP, Monmouth CDP, Malaga CDP, Easton CDP",Fresno County,1995,3
93725,"Fresno city, Calwa CDP, Bowles CDP, Monmouth CDP, Malaga CDP, Easton CDP",Fresno County,1996,2
93725,"Fresno city, Calwa CDP, Bowles CDP, Monmouth CDP, Malaga CDP, Easton CDP",Fresno County,1997,2
93725,"Fresno city, Calwa CDP, Bowles CDP, Monmouth CDP, Malaga CDP, Easton CDP",Fresno County,1998,10
93725,"Fresno city, Calwa CDP, Bowles CDP, Monmouth CDP, Malaga CDP, Easton CDP",Fresno County,1999,8
93725,"Fresno city, Calwa CDP, Bowles CDP, Monmouth CDP, Malaga CDP, Easton CDP",Fresno County,2000,23
93725,"Fresno city, Calwa CDP, Bowles CDP, Monmouth CDP, Malaga CDP, Easton CDP",Fresno County,2001,6
93725,"Fresno city, Calwa CDP, Bowles CDP, Monmouth CDP, Malaga CDP, Easton CDP",Fresno County,2003,13
93725,"Fresno city, Calwa CDP, Bowles CDP, Monmouth CDP, Malaga CDP, Easton CDP",Fresno County,2005,8
93725,"Fresno city, Calwa CDP, Bowles CDP, Monmouth CDP, Malaga CDP, Easton CDP",Fresno County,2006,6
93725,"Fresno city, Calwa CDP, Bowles CDP, Monmouth CDP, Malaga CDP, Easton CDP",Fresno County,2007,7
93725,"Fresno city, Calwa CDP, Bowles CDP, Monmouth CDP, Malaga CDP, Easton CDP",Fresno County,2008,1
93725,"Fresno city, Calwa CDP, Bowles CDP, Monmouth CDP, Malaga CDP, Easton CDP",Fresno County,2009,7
93725,"Fresno city, Calwa CDP, Bowles CDP, Monmouth CDP, Malaga CDP, Easton CDP",Fresno County,2010,7
93725,"Fresno city, Calwa CDP, Bowles CDP, Monmouth CDP, Malaga CDP, Easton CDP",Fresno County,2011,3
93725,"Fresno city, Calwa CDP, Bowles CDP, Monmouth CDP, Malaga CDP, Easton CDP",Fresno County,2013,5
